class_name,day,subject,teacher,room,number,time
7б класс,пятница,английский,Елена,210-1,2,09:55-10:35
7б класс,пятница,английский,Елена,210-1,3,10:50-11:30
7б класс,пятница,информатика,Лариса С.,212,4,11:50-12:30
7б класс,пятница,МХК/ТРИЗ,Виктория,-12,5,12:40-13:20
7б класс,пятница,литература,Стася,01,6,13:30-14:10
7б класс,пятница,обед,None,,7,14:15-14:35
7б класс,пятница,mr. Strok прогулка,None,-11,8,14:40-15:20
7б класс,пятница,тренинг,Максим,-12,9,15:30-16:10
7б класс,пятница,Шахматы Уходят домой  Юля Д. в 01,None,,10,16:12-17:00
7б класс,пятница,nan,None,,11,17:10-17:50
8а класс,понедельник,география,Виктория,-12,1,09:00-09:45
8а класс,понедельник,география,Виктория,-12,2,09:55-10:35
8а класс,понедельник,алгебра,Евгения,212-1,3,10:50-11:30
8а класс,понедельник,история,Стася,01,4,11:50-12:30
8а класс,понедельник,общество,Стася,01,5,12:40-13:20
8а класс,понедельник,русский язык,Ольга Николаевна,211,6,13:30-14:10
8а класс,понедельник,обед,None,,7,14:15-14:35
8а класс,понедельник,nan,None,,8,14:40-15:20
8а класс,понедельник,nan,None,,9,15:30-16:10
8а класс,понедельник,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
8а класс,вторник,литература,Стася,01,1,09:00-09:45
8а класс,вторник,геометрия,Евгения,-11,2,09:55-10:35
8а класс,вторник,физика,Евгения,-11,3,10:50-11:30
8а класс,вторник,английский,Татьяна Ивановна,212-1,4,11:50-12:30
8а класс,вторник,английский,Татьяна Ивановна,212-1,5,12:40-13:20
8а класс,вторник,алгебра,Евгения,210-1,6,13:30-14:10
8а класс,вторник,обед,None,,7,14:15-14:35
8а класс,вторник,тренинг,Юля,01,8,14:40-15:20
8а класс,вторник,nan,None,,9,15:30-16:10
8а класс,вторник,Шахматы Уходят домой  Юля Д.,None,,10,16:12-17:00
8а класс,среда,история,Стася,01,1,09:00-09:45
8а класс,среда,физика,Евгения,-11,2,09:55-10:35
8а класс,среда,информатика,Фил,212-1,3,10:50-11:30
8а класс,среда,алгебра,Евгения,211-1,4,11:50-12:30
8а класс,среда,литература,Стася,01,5,12:40-13:20
8а класс,среда,биология,Николай,-11,6,13:30-14:10
8а класс,среда,обед,None,,7,14:15-14:35
8а класс,среда,mr. Strok Вязание,None,-11,8,14:40-15:20
8а класс,среда,физкультура,Марина,,9,15:30-16:10
8а класс,среда,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
8а класс,четверг,геометрия,Евгения,210-1,1,09:00-09:45
8а класс,четверг,русский язык,Ольга Николаевна,209,2,09:55-10:35
8а класс,четверг,английский,Татьяна Ивановна,210-1,3,10:50-11:30
8а класс,четверг,химия,Николай,-11,4,11:50-12:30
8а класс,четверг,биология,Николай,-11,5,12:40-13:20
8а класс,четверг,литература,Стася,01,6,13:30-14:10
8а класс,четверг,обед,None,,7,14:15-14:35
8а класс,четверг,Классный час,Юля,01,8,14:40-15:20
8а класс,четверг,Киностудия IT-проекты,None,,9,15:30-16:10
8а класс,четверг,Баскетбол Уходят домой  Юля Д,None,,10,16:12-17:00
8а класс,пятница,английский,Татьяна Ивановна,210-1,1,09:00-09:45
8а класс,пятница,алгебра,Евгения,212-1,2,09:55-10:35
8а класс,пятница,химия,Николай,-11,3,10:50-11:30
8а класс,пятница,МХК/ТРИЗ,Виктория,-12,4,11:50-12:30
8а класс,пятница,русский язык,Ольга Николаевна,210-1,5,12:40-13:20
8а класс,пятница,МХК/ТРИЗ,Виктория,-12,6,13:30-14:10
8а класс,пятница,обед,None,,7,14:15-14:35
8а класс,пятница,mr. Strok,None,-11,8,14:40-15:20
8а класс,пятница,физкультура,Марина,,9,15:30-16:10
8а класс,пятница,Шахматы Уходят домой  Юля Д. в 01,None,,10,16:12-17:00
8а класс,пятница,nan,None,,11,17:10-17:50
8б класс,понедельник,география,Виктория,-12,1,09:00-09:45
8б класс,понедельник,география,Виктория,-12,2,09:55-10:35
8б класс,понедельник,алгебра,Елена Юрьевна,212,3,10:50-11:30
8б класс,понедельник,история,Стася,01,4,11:50-12:30
8б класс,понедельник,общество,Стася,01,5,12:40-13:20
8б класс,понедельник,информатика,Лариса С.,212,6,13:30-14:10
8б класс,понедельник,обед,None,,7,14:15-14:35
8б класс,понедельник,ФИЗЛАБ,None,-11,8,14:40-15:20
8б класс,понедельник,nan,None,,9,15:30-16:10
8б класс,понедельник,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
8б класс,вторник,литература,Стася,01,1,09:00-09:45
8б класс,вторник,алгебра,Елена Юрьевна,209,2,09:55-10:35
8б класс,вторник,физика,Евгения,-11,3,10:50-11:30
8б класс,вторник,русский язык,Ольга Николаевна,209,4,11:50-12:30
8б класс,вторник,английский,Елена,212,5,12:40-13:20
8б класс,вторник,английский,Елена,212,6,13:30-14:10
8б класс,вторник,обед,None,,7,14:15-14:35
8б класс,вторник,тренинг,Юля,01,8,14:40-15:20
8б класс,вторник,nan,None,,9,15:30-16:10
8б класс,вторник,Шахматы Уходят домой  Юля Д.,None,,10,16:12-17:00
8б класс,среда,история,Стася,01,1,09:00-09:45
8б класс,среда,физика,Евгения,-11,2,09:55-10:35
8б класс,среда,алгебра,Елена Юрьевна,212,3,10:50-11:30
8б класс,среда,русский язык,Ольга Николаевна,212,4,11:50-12:30
8б класс,среда,литература,Стася,01,5,12:40-13:20
8б класс,среда,биология,Николай,-11,6,13:30-14:10
8б класс,среда,обед,None,,7,14:15-14:35
8б класс,среда,mr. Strok Вязание,None,-11,8,14:40-15:20
8б класс,среда,физкультура,Марина,,9,15:30-16:10
8б класс,среда,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
8б класс,четверг,алгебра,Елена Юрьевна,209,1,09:00-09:45
8б класс,четверг,английский,Елена,212,2,09:55-10:35
8б класс,четверг,геометрия,Евгения,211,3,10:50-11:30
8б класс,четверг,химия,Николай,-11,4,11:50-12:30
8б класс,четверг,биология,Николай,-11,5,12:40-13:20
8б класс,четверг,литература,Стася,01,6,13:30-14:10
8б класс,четверг,обед,None,,7,14:15-14:35
8б класс,четверг,Классный час,Юля,01,8,14:40-15:20
8б класс,четверг,Киностудия IT-проекты,None,,9,15:30-16:10
8б класс,четверг,Баскетбол Уходят домой  Юля Д,None,,10,16:12-17:00
8б класс,пятница,английский,Елена,212,1,09:00-09:45
8б класс,пятница,русский язык,Ольга Николаевна,209,2,09:55-10:35
8б класс,пятница,химия,Николай,-11,3,10:50-11:30
8б класс,пятница,МХК/ТРИЗ,Виктория,-12,4,11:50-12:30
8б класс,пятница,геометрия,Евгения,209,5,12:40-13:20
8б класс,пятница,информатика,Лариса С.,212,6,13:30-14:10
8б класс,пятница,обед,None,,7,14:15-14:35
8б класс,пятница,mr. Strok,None,-11,8,14:40-15:20
8б класс,пятница,физкультура,Марина,,9,15:30-16:10
8б класс,пятница,Шахматы Уходят домой  Юля Д. в 01,None,,10,16:12-17:00
8б класс,пятница,nan,None,,11,17:10-17:50
9а класс,понедельник,алгебра,Евгения,212-1,1,09:00-09:45
9а класс,понедельник,геометрия,Евгения,212-1,2,09:55-10:35
9а класс,понедельник,общество,Стася,01,3,10:50-11:30
9а класс,понедельник,русский язык,Ольга Николаевна,209,4,11:50-12:30
9а класс,понедельник,английский,Елена,210-1,5,12:40-13:20
9а класс,понедельник,литература,Екатерина,-11,6,13:30-14:10
9а класс,понедельник,обед,None,,7,14:15-14:35
9а класс,понедельник,nan,None,,8,14:40-15:20
9а класс,понедельник,nan,None,,9,15:30-16:10
9а класс,понедельник,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
9а класс,вторник,алгебра,Евгения,-11,1,09:00-09:45
9а класс,вторник,самоподготовка,None,211-1,2,09:55-10:35
9а класс,вторник,литература,Екатерина,-12,3,10:50-11:30
9а класс,вторник,тренинг,Юля,-21,4,11:50-12:30
9а класс,вторник,химия,Николай,-12,5,12:40-13:20
9а класс,вторник,история,Стася,01,6,13:30-14:10
9а класс,вторник,обед,None,,7,14:15-14:35
9а класс,вторник,Французский,None,,8,14:40-15:20
9а класс,вторник,nan,None,,9,15:30-16:10
9а класс,вторник,Шахматы Уходят домой  Юля Д.,None,,10,16:12-17:00
9а класс,среда,геометрия,Евгения,212-1,1,09:00-09:45
9а класс,среда,русский язык,Ольга Николаевна,209,2,09:55-10:35
9а класс,среда,физика,Евгения,-11,3,10:50-11:30
9а класс,среда,литература,Екатерина,209,4,11:50-12:30
9а класс,среда,английский,Елена,212-1,5,12:40-13:20
9а класс,среда,география,Виктория,-12,6,13:30-14:10
9а класс,среда,обед,None,,7,14:15-14:35
9а класс,среда,география,Виктория,-12,8,14:40-15:20
9а класс,среда,физкультура,Марина,,9,15:30-16:10
9а класс,среда,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
9а класс,четверг,информатика,Фил,212,1,09:00-09:45
9а класс,четверг,история,Стася,01,2,09:55-10:35
9а класс,четверг,биология,Николай,-12,3,10:50-11:30
9а класс,четверг,русский язык,Ольга Николаевна,209,4,11:50-12:30
9а класс,четверг,алгебра,Евгения,213,5,12:40-13:20
9а класс,четверг,физика,Евгения,-11,6,13:30-14:10
9а класс,четверг,обед,None,,7,14:15-14:35
9а класс,четверг,Французский,None,,8,14:40-15:20
9а класс,четверг,Киностудия IT-проекты,None,,9,15:30-16:10
9а класс,четверг,Баскетбол Уходят домой  Юля Д,None,,10,16:12-17:00
9а класс,пятница,общество,Стася,01,1,09:00-09:45
9а класс,пятница,химия,Николай,-11,2,09:55-10:35
9а класс,пятница,алгебра,Евгения,212-1,3,10:50-11:30
9а класс,пятница,биология,Николай,-11,4,11:50-12:30
9а класс,пятница,английский,Елена,01,5,12:40-13:20
9а класс,пятница,английский,Елена,211,6,13:30-14:10
9а класс,пятница,обед,None,,7,14:15-14:35
9а класс,пятница,mr. Strok,None,-11,8,14:40-15:20
9а класс,пятница,физкультура,Марина,,9,15:30-16:10
9а класс,пятница,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
9а класс,пятница,nan,None,,11,17:10-17:50
9б класс,понедельник,геометрия,Елена Юрьевна,210,1,09:00-09:45
9б класс,понедельник,алгебра,Елена Юрьевна,212,2,09:55-10:35
9б класс,понедельник,общество,Стася,01,3,10:50-11:30
9б класс,понедельник,информатика,Лариса С.,212,4,11:50-12:30
9б класс,понедельник,русский язык,Ольга Николаевна,209,5,12:40-13:20
9б класс,понедельник,литература,Екатерина,-11,6,13:30-14:10
9б класс,понедельник,обед,None,,7,14:15-14:35
9б класс,понедельник,ФИЗЛАБ,None,-11,8,14:40-15:20
9б класс,понедельник,nan,None,,9,15:30-16:10
9б класс,понедельник,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
9б класс,вторник,алгебра,Елена Юрьевна,212,1,09:00-09:45
9б класс,вторник,английский,Елена,210-1,2,09:55-10:35
9б класс,вторник,литература,Екатерина,-12,3,10:50-11:30
9б класс,вторник,тренинг,Юля,-21,4,11:50-12:30
9б класс,вторник,химия,Николай,-12,5,12:40-13:20
9б класс,вторник,история,Стася,01,6,13:30-14:10
9б класс,вторник,обед,None,,7,14:15-14:35
9б класс,вторник,Французский,None,,8,14:40-15:20
9б класс,вторник,nan,None,,9,15:30-16:10
9б класс,вторник,Шахматы Уходят домой  Юля Д.,None,,10,16:12-17:00
9б класс,среда,геометрия,Елена Юрьевна,214,1,09:00-09:45
9б класс,среда,английский,Елена,211,2,09:55-10:35
9б класс,среда,физика,Евгения,-11,3,10:50-11:30
9б класс,среда,литература,Екатерина,209,4,11:50-12:30
9б класс,среда,русский язык,Ольга Николаевна,209,5,12:40-13:20
9б класс,среда,география,Виктория,-12,6,13:30-14:10
9б класс,среда,обед,None,,7,14:15-14:35
9б класс,среда,география,Виктория,-12,8,14:40-15:20
9б класс,среда,физкультура,Марина,,9,15:30-16:10
9б класс,среда,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
9б класс,четверг,информатика,Лариса С.,212-1,1,09:00-09:45
9б класс,четверг,история,Стася,01,2,09:55-10:35
9б класс,четверг,биология,Николай,-12,3,10:50-11:30
9б класс,четверг,английский,Елена,211-1,4,11:50-12:30
9б класс,четверг,алгебра,Елена Юрьевна,214,5,12:40-13:20
9б класс,четверг,физика,Евгения,-11,6,13:30-14:10
9б класс,четверг,обед,None,,7,14:15-14:35
9б класс,четверг,Французский,None,,8,14:40-15:20
9б класс,четверг,Киностудия IT-проекты,None,,9,15:30-16:10
9б класс,четверг,Баскетбол Уходят домой  Юля Д,None,,10,16:12-17:00
9б класс,пятница,общество,Стася,01,1,09:00-09:45
9б класс,пятница,химия,Николай,-11,2,09:55-10:35
9б класс,пятница,алгебра,Елена Юрьевна,214,3,10:50-11:30
9б класс,пятница,биология,Николай,-11,4,11:50-12:30
9б класс,пятница,английский,Елена,01,5,12:40-13:20
9б класс,пятница,русский язык,Ольга Николаевна,214,6,13:30-14:10
9б класс,пятница,обед,None,,7,14:15-14:35
9б класс,пятница,mr. Strok,None,-11,8,14:40-15:20
9б класс,пятница,физкультура,Марина,,9,15:30-16:10
9б класс,пятница,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
9б класс,пятница,nan,None,,11,17:10-17:50
10а класс,понедельник,биология,Николай,-11,1,09:00-09:45
10а класс,понедельник,физика,Олег,-11,2,09:55-10:35
10а класс,понедельник,геометрия,Олег,215,3,10:50-11:30
10а класс,понедельник,алгебра,Елена Юрьевна,210-1,4,11:50-12:30
10а класс,понедельник,география,Виктория,-12,5,12:40-13:20
10а класс,понедельник,география,Виктория,-12,6,13:30-14:10
10а класс,понедельник,обед,None,,7,14:15-14:35
10а класс,понедельник,nan,None,,8,14:40-15:20
10а класс,понедельник,nan,None,,9,15:30-16:10
10а класс,понедельник,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
10а класс,вторник,английский,Татьяна Ивановна,-12,1,09:00-09:45
10а класс,вторник,английский,Татьяна Ивановна,-12,2,09:55-10:35
10а класс,вторник,тренинг,Юля,-21,3,10:50-11:30
10а класс,вторник,история,Стася,01,4,11:50-12:30
10а класс,вторник,русский язык,Ольга Николаевна,209,5,12:40-13:20
10а класс,вторник,литература,Екатерина,209,6,13:30-14:10
10а класс,вторник,обед,None,,7,14:15-14:35
10а класс,вторник,Французский,None,,8,14:40-15:20
10а класс,вторник,nan,None,,9,15:30-16:10
10а класс,вторник,Шахматы Уходят домой  Юля Д.,None,,10,16:12-17:00
10а класс,среда,информатика,Олег,211,1,09:00-09:45
10а класс,среда,алгебра,Елена Юрьевна,210-1,2,09:55-10:35
10а класс,среда,история,Стася,01,3,10:50-11:30
10а класс,среда,биология,Николай,215,4,11:50-12:30
10а класс,среда,алгебра,Елена Юрьевна,210-1,5,12:40-13:20
10а класс,среда,литература,Екатерина,209,6,13:30-14:10
10а класс,среда,обед,None,,7,14:15-14:35
10а класс,среда,mr. Strok,None,-11,8,14:40-15:20
10а класс,среда,физкультура,Марина,,9,15:30-16:10
10а класс,среда,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
10а класс,четверг,химия,Николай,-11,1,09:00-09:45
10а класс,четверг,алгебра,Елена Юрьевна,210-1,2,09:55-10:35
10а класс,четверг,геометрия,Олег,-11,3,10:50-11:30
10а класс,четверг,английский,Татьяна Ивановна,210,4,11:50-12:30
10а класс,четверг,информатика,Олег,212,5,12:40-13:20
10а класс,четверг,физика,Олег,212,6,13:30-14:10
10а класс,четверг,обед,None,,7,14:15-14:35
10а класс,четверг,Французский,None,,8,14:40-15:20
10а класс,четверг,Киностудия IT-проекты,None,,9,15:30-16:10
10а класс,четверг,Баскетбол Уходят домой  Юля Д,None,,10,16:12-17:00
10а класс,пятница,русский язык,Ольга Николаевна,209,1,09:00-09:45
10а класс,пятница,общество,Стася,01,2,09:55-10:35
10а класс,пятница,история,Стася,01,3,10:50-11:30
10а класс,пятница,английский,Татьяна Ивановна,209,4,11:50-12:30
10а класс,пятница,химия,Николай,-11,5,12:40-13:20
10а класс,пятница,литература,Екатерина,209,6,13:30-14:10
10а класс,пятница,обед,None,,7,14:15-14:35
10а класс,пятница,mr. Strok,None,-11,8,14:40-15:20
10а класс,пятница,физкультура,Марина,,9,15:30-16:10
10а класс,пятница,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
10а класс,пятница,nan,None,,11,17:10-17:50
10б класс,понедельник,биология,Николай,-11,1,09:00-09:45
10б класс,понедельник,физика,Олег,-11,2,09:55-10:35
10б класс,понедельник,геометрия,Олег,215,3,10:50-11:30
10б класс,понедельник,алгебра,Олег,212-1,4,11:50-12:30
10б класс,понедельник,география,Виктория,-12,5,12:40-13:20
10б класс,понедельник,география,Виктория,-12,6,13:30-14:10
10б класс,понедельник,обед,None,,7,14:15-14:35
10б класс,понедельник,ФИЗЛАБ,None,-11,8,14:40-15:20
10б класс,понедельник,nan,None,,9,15:30-16:10
10б класс,понедельник,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
10б класс,вторник,английский,Татьяна Ивановна,-12,1,09:00-09:45
10б класс,вторник,английский,Татьяна Ивановна,-12,2,09:55-10:35
10б класс,вторник,тренинг,Юля,-21,3,10:50-11:30
10б класс,вторник,история,Стася,01,4,11:50-12:30
10б класс,вторник,русский язык,Ольга Николаевна,209,5,12:40-13:20
10б класс,вторник,литература,Екатерина,209,6,13:30-14:10
10б класс,вторник,обед,None,,7,14:15-14:35
10б класс,вторник,Французский,None,,8,14:40-15:20
10б класс,вторник,nan,None,,9,15:30-16:10
10б класс,вторник,Шахматы Уходят домой  Юля Д.,None,,10,16:12-17:00
10б класс,среда,информатика,Олег,211,1,09:00-09:45
10б класс,среда,алгебра,Олег,212-1,2,09:55-10:35
10б класс,среда,история,Стася,01,3,10:50-11:30
10б класс,среда,биология,Николай,215,4,11:50-12:30
10б класс,среда,алгебра,Олег,211-1,5,12:40-13:20
10б класс,среда,литература,Екатерина,209,6,13:30-14:10
10б класс,среда,обед,None,,7,14:15-14:35
10б класс,среда,профиль физмат,Олег,212,8,14:40-15:20
10б класс,среда,физкультура,Марина,,9,15:30-16:10
10б класс,среда,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
10б класс,четверг,химия,Николай,-11,1,09:00-09:45
10б класс,четверг,алгебра,Олег,215,2,09:55-10:35
10б класс,четверг,геометрия,Олег,-11,3,10:50-11:30
10б класс,четверг,английский,Татьяна Ивановна,210,4,11:50-12:30
10б класс,четверг,информатика,Олег,212,5,12:40-13:20
10б класс,четверг,физика,Олег,212,6,13:30-14:10
10б класс,четверг,обед,None,,7,14:15-14:35
10б класс,четверг,Французский,None,,8,14:40-15:20
10б класс,четверг,Киностудия IT-проекты,None,,9,15:30-16:10
10б класс,четверг,Баскетбол Уходят домой  Юля Д,None,,10,16:12-17:00
10б класс,пятница,русский язык,Ольга Николаевна,209,1,09:00-09:45
10б класс,пятница,общество,Стася,01,2,09:55-10:35
10б класс,пятница,история,Стася,01,3,10:50-11:30
10б класс,пятница,английский,Татьяна Ивановна,209,4,11:50-12:30
10б класс,пятница,химия,Николай,-11,5,12:40-13:20
10б класс,пятница,литература,Екатерина,209,6,13:30-14:10
10б класс,пятница,обед,None,,7,14:15-14:35
10б класс,пятница,mr. Strok,None,-11,8,14:40-15:20
10б класс,пятница,физкультура,Марина,,9,15:30-16:10
10б класс,пятница,Уходят домой/Юля Д. в 01,None,,10,16:12-17:00
10б класс,пятница,nan,None,,11,17:10-17:50
